,WSR0,WSR7,WSR8,WSR9,WSR10,WSR11,WSR12,WSR13,WSR14,WSR15,WSR16,WSR17,WSR18,WSR19,WSR20,WSR21,WSR_PK,WSR_AV,T0,T85,RH85,U85,V85,HT85,T70,RH70,U70,V70,HT70,RH50,U50,V50,KI,TT,SLP,SLP_,Precp,Result
1696,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.1,0.82,2.39,8.64,1555.0,7.3,0.95,8.02,5.07,3185.0,0.95,11.87,5.54,36.4,43.4,10155.0,-10.0,1.04,0.0
1697,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.0,0.8,4.34,5.73,1524.5,9.1,0.74,6.96,6.14,3163.0,0.69,11.55,5.18,33.95,44.4,10115.0,-40.0,0.0,0.0
1698,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.3,0.72,2.99,9.85,1499.5,10.5,0.5,3.92,9.97,3141.5,0.53,7.6,11.09,27.65,43.85,10085.0,-30.0,8.51,0.0
1699,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.8,0.98,2.29,12.2,1476.0,9.1,0.89,5.45,10.69,3113.5,0.58,14.32,10.24,38.6,45.45,10060.0,-25.0,0.03,0.0
1700,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.0,0.5,2.26,4.85,1483.5,9.6,0.62,7.78,8.49,3124.5,0.02,6.03,0.61,20.6,30.6,10075.0,15.0,0.0,0.0
1701,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.6,0.81,-0.11,2.29,1508.0,8.8,0.79,0.47,6.66,3147.0,0.02,2.83,0.98,33.4,42.05,10100.0,25.0,0.0,0.0
1702,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.6,0.91,-9.32,-7.3,1516.5,8.2,0.75,-2.47,-3.88,3151.0,0.05,-4.8,-0.29,33.55,45.05,10120.0,20.0,0.0,0.0
1703,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.9,0.86,-9.33,-4.35,1518.0,8.7,0.57,-6.65,-2.92,3150.0,0.43,-2.22,-0.19,29.25,45.05,10125.0,5.0,0.0,0.0
1704,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.3,0.82,-15.63,-6.52,1490.5,5.931128965801401,0.4064448119057462,-10.63,-7.06,3116.0,0.69,-2.83,0.63,10.511050875729774,39.75,10105.0,-20.0,0.0,0.0
1705,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.4,0.99,-8.76,-15.3,1411.0,9.4,0.97,-3.37,-11.17,3051.0,0.61,0.97,-3.53,35.8,39.9,10015.0,-90.0,0.0,0.0
1706,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.7,0.8,1.92,-11.3,1451.0,9.8,0.32,4.35,-10.5,3086.0,0.02,10.34,-6.16,12.9,32.9,10050.0,35.0,0.0,0.0
1707,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.1,0.43,-3.15,-3.29,1520.0,8.1,0.32,-5.17,-6.97,3156.5,0.01,2.08,-1.47,8.2,28.2,10120.0,70.0,0.0,1.0
1708,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,14.2,0.79,-5.14,-2.16,1547.5,7.1,0.18,-3.28,-2.93,3174.5,0.02,-3.52,-0.71,4.3,34.2,10155.0,35.0,0.0,0.0
1709,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.3,0.52,-1.3,2.96,1539.0,9.4,0.03,0.87,-0.18,3159.5,0.08,0.75,0.13,-16.9,28.0,10150.0,-5.0,0.0,0.0
1710,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.3,0.57,-0.49,4.26,1548.0,11.0,0.07,1.22,1.74,3181.0,0.11,1.16,5.01,-2.65,35.45,10150.0,0.0,0.0,0.0
1711,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.4,0.84,-5.55,4.07,1543.0,9.7,0.72,-3.79,4.55,3183.5,0.27,-3.15,5.16,32.75,43.7,10140.0,-10.0,0.0,0.0
1712,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.7,0.85,-15.23,-11.41,1478.0,9.2,0.96,-12.16,-6.11,3119.0,0.89,-9.42,-7.78,37.75,43.95,10070.0,-70.0,0.0,0.0
1713,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,18.2,0.85,2.1364868309260827,1.662463891248938,1472.5,10.0,0.6,5.459633992427429,0.9940008413967186,3116.5,0.48,9.872418244406196,0.8301161790017213,27.9,42.9,10055.0,-15.0,0.0,0.0
1714,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.0,0.8,2.1364868309260827,1.662463891248938,1560.5,7.7,0.68,-0.55,1.29,3191.0,0.67,1.46,1.75,32.75,46.15,10165.0,-5.0,0.0,0.0
1715,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.5,0.75,0.85,2.91,1536.5,7.6,0.71,1.23,3.37,3165.5,0.47,2.22,3.44,31.35,44.05,10150.0,-15.0,1.17,0.0
1716,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.3,0.96,-0.61,6.92,1526.0,7.0,0.93,7.09,5.95,3151.5,0.58,8.9,9.6,36.95,46.3,10140.0,-10.0,1.68,0.0
1717,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.4,0.79,0.28,4.65,1512.0,7.4,0.8,5.81,2.09,3139.5,0.97,11.55,7.71,32.9,43.5,10120.0,-20.0,0.0,0.0
1718,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.3,0.65,3.13,2.07,1523.5,7.6,0.22,9.56,4.46,3145.0,0.03,9.98,2.39,7.0,38.9,10150.0,30.0,0.0,0.0
1719,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.2,0.36,3.4,-0.89,1533.5,8.7,0.02,5.1,1.51,3155.5,0.02,1.01,-3.31,-18.0,32.6,10165.0,15.0,0.0,0.0
1720,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.1,0.32,-3.06,-8.91,1561.5,5.0,0.29,-0.43,-8.05,3177.5,0.07,3.16,-4.08,-1.0,29.3,10185.0,20.0,0.0,0.0
1721,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,14.1,0.65,-3.23,-6.92,1555.5,4.7,0.57,1.24,-2.29,3167.5,0.33,9.44,2.48,25.2,43.7,10210.0,25.0,0.2,0.0
1722,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,10.8,0.92,3.69,-3.56,1491.5,3.3,0.83,7.99,-1.45,3094.0,0.55,11.66,1.7,31.2,47.45,10145.0,-65.0,0.0,0.0
1723,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,11.3,0.35,0.63,-8.33,1484.5,3.2,0.43,2.98,-11.65,3084.5,0.04,7.85,-8.83,6.7,31.3,10135.0,-10.0,0.0,0.0
1724,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,13.2,0.15,4.1,-2.73,1504.5,3.6,0.28,8.23,-4.75,3111.5,0.04,11.86,-2.28,-1.9,27.8,10150.0,15.0,0.0,1.0
1725,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.1,0.13,2.31,1.57,1538.5,4.4,0.35,5.57,1.87,3153.5,0.2,9.66,-2.59,0.7,24.7,10180.0,30.0,0.0,0.0
1726,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.3,0.31,2.9,13.58,1520.0,6.8,0.55,5.75,9.33,3143.5,0.1,20.32,5.4,11.4,28.0,10140.0,-40.0,2.64,0.0
1727,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,13.6,0.88,2.72,4.51,1517.5,4.9,0.93,11.2,10.45,3133.0,0.27,15.68,11.12,33.55,43.95,10135.0,-5.0,1.3,0.0
1728,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.5,0.56,6.14,-0.34,1521.5,5.8,0.69,13.82,2.6,3139.5,0.56,17.96,0.85,27.8,44.65,10145.0,10.0,1.52,0.0
1729,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.3,0.61,6.62,-1.41,1532.5,5.1,0.87,9.75,4.92,3150.5,0.58,18.33,4.08,32.45,45.9,10160.0,15.0,2.29,0.0
1730,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,13.6,0.93,-1.54,3.02,1541.0,5.1,0.57,6.57,1.68,3154.5,0.62,11.15,3.03,27.0,45.3,10175.0,15.0,0.0,0.0
1731,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,14.7,0.75,-0.65,1.36,1532.0,5.9,0.6,7.34,0.32,3152.5,0.02,10.85,-3.15,25.9,41.2,10155.0,-20.0,2.44,0.0
1732,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,14.7,0.95,2.31,5.96,1522.0,5.8,0.78,5.93,6.97,3143.0,0.63,13.3,5.38,33.65,46.75,10135.0,-20.0,1.88,0.0
1733,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,14.9,0.96,4.76,4.35,1508.5,6.0,0.93,3.64,1.84,3132.0,0.94,15.16,8.75,36.0,44.9,10125.0,-10.0,1.07,0.0
1734,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,15.0,0.89,1.34,8.62,1508.0,7.3,1.0,3.8,9.25,3133.0,1.0,11.01,11.04,34.7,41.3,10120.0,-5.0,0.61,0.0
1735,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.7,0.96,8.37,5.45,1492.5,9.4,0.66,9.14,5.1,3131.0,0.03,13.81,7.97,33.15,45.6,10095.0,-25.0,20.42,0.0
1736,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,16.9,0.64,8.47,3.41,1484.0,7.1,0.8,13.97,9.38,3111.0,0.3047156496471565,9.872418244406196,0.8301161790017213,10.511050875729774,37.38833540888336,10080.0,-15.0,0.0,0.0
1737,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,17.6,0.06,4.92,-0.83,1483.5,6.0,0.61,12.71,2.86,3108.0,0.03,21.2,5.19,-1.15,14.4,10095.0,15.0,0.0,0.0
1738,1.6401789709172259,2.0471269487750554,2.5390374331550802,2.8477080551846905,2.9697684772929653,3.0164139161462984,3.0441477525589673,3.1066785396260017,3.177738201246661,3.2310053380782917,3.1928,2.9345624167036872,2.5613434163701068,2.285637823371989,2.0895535714285716,1.9383757251227134,4.1720919946926145,2.314949137549757,18.649274744027306,12.4,0.51,-0.74,-4.23,1530.0,6.2,0.04,7.23,-1.68,3135.5,0.04,16.91,6.16,-13.0,33.2,10165.0,70.0,0.0,0.0
